pedido_data;pedido_documento;pedido_canal;cliente_id;cliente_nome;produto_id;produto_descricao;produto_quantidade;produto_valor_total;produto_valor_custo;subgrupo_id;subgrupo_descricao;vendedor_id;vendedor_nome;moeda_id;moeda_sigla;pedido_tipo
04/11/2025;PED-00105;Atacado;CLI-029;Iota Kappa Ltda;PROD-032;Cerveja Long Neck cx12;3;260,10;126,00;SG-08;Bebidas;VND-004;Ana Costa;1;R$;VENDAS
04/11/2025;PED-00105;Atacado;CLI-029;Iota Kappa Ltda;PROD-012;Ventilador Torre;7;2352,00;1295,00;SG-03;Eletrodomesticos;VND-004;Ana Costa;1;R$;VENDAS
04/11/2025;PED-00105;Atacado;CLI-029;Iota Kappa Ltda;PROD-021;Tenis Esportivo;8;2240,00;1240,00;SG-06;Calcados;VND-004;Ana Costa;1;R$;VENDAS
06/04/2026;PED-00106;Atacado;CLI-007;Grupo Eta Comercio;PROD-023;Sandalia Feminina;7;1272,60;630,00;SG-06;Calcados;VND-005;Pedro Alves;1;R$;VENDAS
06/04/2026;PED-00106;Atacado;CLI-007;Grupo Eta Comercio;PROD-029;Suco de Laranja 1L;8;114,00;56,00;SG-08;Bebidas;VND-005;Pedro Alves;1;R$;VENDAS
06/04/2026;PED-00106;Atacado;CLI-007;Grupo Eta Comercio;PROD-018;Calca Jeans;10;1728,00;800,00;SG-05;Vestuario;VND-005;Pedro Alves;1;R$;VENDAS
11/07/2025;PED-00107;Atacado;CLI-013;Nu Varejo Ltda;PROD-004;Mouse Sem Fio;4;499,20;260,00;SG-02;Informatica;VND-007;Ricardo Souza;1;R$;VENDAS
16/03/2026;PED-00108;Varejo;CLI-024;Omega Comercio;PROD-020;Jaqueta de Couro;9;5637,60;2790,00;SG-05;Vestuario;VND-006;Fernanda Lima;1;R$;VENDAS
28/02/2026;PED-00109;Varejo;CLI-024;Omega Comercio;PROD-008;Smart TV 50 pol;4;1152000;700000;SG-01;Eletronicos;VND-005;Pedro Alves;3;G$;VENDAS
28/02/2026;PED-00109;Varejo;CLI-024;Omega Comercio;PROD-012;Ventilador Torre;6;166400;92500;SG-03;Eletrodomesticos;VND-005;Pedro Alves;3;G$;VENDAS
28/02/2026;PED-00109;Varejo;CLI-024;Omega Comercio;PROD-018;Calca Jeans;4;51733;26667;SG-05;Vestuario;VND-005;Pedro Alves;3;G$;VENDAS
28/02/2026;PED-00109;Varejo;CLI-024;Omega Comercio;PROD-020;Jaqueta de Couro;2;103433;51667;SG-05;Vestuario;VND-005;Pedro Alves;3;G$;VENDAS
06/06/2025;PED-00110;Atacado;CLI-009;Iota Distribuicoes;PROD-005;Smartphone 128GB;3;1280,40;840,00;SG-01;Eletronicos;VND-008;Juliana Mendes;2;US$;VENDAS
06/06/2025;PED-00110;Atacado;CLI-009;Iota Distribuicoes;PROD-005;Smartphone 128GB;9;3801,60;2520,00;SG-01;Eletronicos;VND-008;Juliana Mendes;2;US$;VENDAS
05/08/2025;PED-00111;Varejo;CLI-014;Xi Comercio SA;PROD-011;Cafeteira Eletrica;6;325,92;192,00;SG-03;Eletrodomesticos;VND-008;Juliana Mendes;2;US$;VENDAS
15/07/2025;PED-00112;Atacado;CLI-016;Pi Distribuidora;PROD-027;Azeite Extra Virgem;8;67,87;35,20;SG-07;Alimentos;VND-002;Maria Oliveira;2;US$;VENDAS
15/07/2025;PED-00112;Atacado;CLI-016;Pi Distribuidora;PROD-010;Micro-ondas 30L;10;1400,80;840,00;SG-03;Eletrodomesticos;VND-002;Maria Oliveira;2;US$;VENDAS
15/07/2025;PED-00112;Atacado;CLI-016;Pi Distribuidora;PROD-008;Smart TV 50 pol;10;7040,00;4200,00;SG-01;Eletronicos;VND-002;Maria Oliveira;2;US$;VENDAS
15/07/2025;PED-00112;Atacado;CLI-016;Pi Distribuidora;PROD-015;Estante Modular;2;391,40;232,00;SG-04;Moveis e Decoracao;VND-002;Maria Oliveira;2;US$;VENDAS
13/12/2025;PED-00113;Atacado;CLI-003;Comercial Gamma ME;PROD-020;Jaqueta de Couro;9;5637,60;2790,00;SG-05;Vestuario;VND-003;Carlos Santos;1;R$;VENDAS
13/12/2025;PED-00113;Atacado;CLI-003;Comercial Gamma ME;PROD-031;Refrigerante 2L;2;36,00;18,00;SG-08;Bebidas;VND-003;Carlos Santos;1;R$;VENDAS
13/12/2025;PED-00113;Atacado;CLI-003;Comercial Gamma ME;PROD-018;Calca Jeans;10;1520,00;800,00;SG-05;Vestuario;VND-003;Carlos Santos;1;R$;VENDAS
13/12/2025;PED-00113;Atacado;CLI-003;Comercial Gamma ME;PROD-027;Azeite Extra Virgem;5;205,80;110,00;SG-07;Alimentos;VND-003;Carlos Santos;1;R$;VENDAS
02/11/2025;PED-00114;Varejo;CLI-007;Grupo Eta Comercio;PROD-015;Estante Modular;4;3686,00;2320,00;SG-04;Moveis e Decoracao;VND-004;Ana Costa;1;R$;VENDAS
02/11/2025;PED-00114;Varejo;CLI-007;Grupo Eta Comercio;PROD-011;Cafeteira Eletrica;1;266,00;160,00;SG-03;Eletrodomesticos;VND-004;Ana Costa;1;R$;VENDAS
02/11/2025;PED-00114;Varejo;CLI-007;Grupo Eta Comercio;PROD-029;Suco de Laranja 1L;10;157,50;70,00;SG-08;Bebidas;VND-004;Ana Costa;1;R$;VENDAS
02/11/2025;PED-00114;Varejo;CLI-007;Grupo Eta Comercio;PROD-024;Bota Couro;10;4494,00;2300,00;SG-06;Calcados;VND-004;Ana Costa;1;R$;VENDAS
18/03/2026;PED-00115;Atacado;CLI-009;Iota Distribuicoes;PROD-010;Micro-ondas 30L;6;864,96;504,00;SG-03;Eletrodomesticos;VND-006;Fernanda Lima;2;US$;VENDAS
18/03/2026;PED-00115;Atacado;CLI-009;Iota Distribuicoes;PROD-024;Bota Couro;2;162,96;92,00;SG-06;Calcados;VND-006;Fernanda Lima;2;US$;VENDAS
03/02/2026;PED-00116;Atacado;CLI-027;Epsilon Zeta ME;PROD-017;Camiseta Polo;7;629,23;294,00;SG-05;Vestuario;VND-008;Juliana Mendes;1;R$;VENDAS
02/01/2026;PED-00117;Varejo;CLI-014;Xi Comercio SA;PROD-029;Suco de Laranja 1L;9;27,00;12,60;SG-08;Bebidas;VND-001;Joao Silva;2;US$;VENDAS
02/01/2026;PED-00117;Varejo;CLI-014;Xi Comercio SA;PROD-029;Suco de Laranja 1L;7;23,10;9,80;SG-08;Bebidas;VND-001;Joao Silva;2;US$;VENDAS
02/01/2026;PED-00117;Varejo;CLI-014;Xi Comercio SA;PROD-032;Cerveja Long Neck cx12;2;33,66;16,80;SG-08;Bebidas;VND-001;Joao Silva;2;US$;VENDAS
02/01/2026;PED-00117;Varejo;CLI-014;Xi Comercio SA;PROD-017;Camiseta Polo;3;56,07;25,20;SG-05;Vestuario;VND-001;Joao Silva;2;US$;VENDAS
01/01/2026;PED-00118;Varejo;CLI-022;Chi Distribuidora;PROD-031;Refrigerante 2L;2;3240;1500;SG-08;Bebidas;VND-007;Ricardo Souza;3;G$;VENDAS
01/01/2026;PED-00118;Varejo;CLI-022;Chi Distribuidora;PROD-027;Azeite Extra Virgem;4;15260;7333;SG-07;Alimentos;VND-007;Ricardo Souza;3;G$;VENDAS
25/04/2026;PED-00119;Varejo;CLI-010;Kappa Logistica;PROD-005;Smartphone 128GB;2;4180,00;2800,00;SG-01;Eletronicos;VND-003;Carlos Santos;1;R$;VENDAS
25/04/2026;PED-00119;Varejo;CLI-010;Kappa Logistica;PROD-016;Poltrona Conforto;1;1260,00;720,00;SG-04;Moveis e Decoracao;VND-003;Carlos Santos;1;R$;VENDAS
26/07/2025;PED-00120;Varejo;CLI-029;Iota Kappa Ltda;PROD-031;Refrigerante 2L;8;141,12;72,00;SG-08;Bebidas;VND-003;Carlos Santos;1;R$;VENDAS
26/07/2025;PED-00120;Varejo;CLI-029;Iota Kappa Ltda;PROD-022;Sapato Social;6;1920,00;1050,00;SG-06;Calcados;VND-003;Carlos Santos;1;R$;VENDAS
26/07/2025;PED-00120;Varejo;CLI-029;Iota Kappa Ltda;PROD-007;Tablet 10 pol;4;6840,00;4400,00;SG-01;Eletronicos;VND-003;Carlos Santos;1;R$;VENDAS
16/09/2025;PED-00121;Varejo;CLI-012;Mu Atacadista;PROD-027;Azeite Extra Virgem;9;77,87;39,60;SG-07;Alimentos;VND-006;Fernanda Lima;2;US$;VENDAS
18/06/2025;PED-00122;Atacado;CLI-029;Iota Kappa Ltda;PROD-022;Sapato Social;3;1017,60;525,00;SG-06;Calcados;VND-005;Pedro Alves;1;R$;VENDAS
18/06/2025;PED-00122;Atacado;CLI-029;Iota Kappa Ltda;PROD-004;Mouse Sem Fio;6;792,00;390,00;SG-02;Informatica;VND-005;Pedro Alves;1;R$;VENDAS
20/04/2026;PED-00123;Atacado;CLI-005;Atacado Epsilon Ltda;PROD-018;Calca Jeans;5;153,60;80,00;SG-05;Vestuario;VND-007;Ricardo Souza;2;US$;VENDAS
20/04/2026;PED-00123;Atacado;CLI-005;Atacado Epsilon Ltda;PROD-031;Refrigerante 2L;2;7,27;3,60;SG-08;Bebidas;VND-007;Ricardo Souza;2;US$;VENDAS
24/12/2025;PED-00124;Varejo;CLI-015;Omicron Atacado;PROD-007;Tablet 10 pol;2;3960,00;2200,00;SG-01;Eletronicos;VND-002;Maria Oliveira;1;R$;VENDAS
24/12/2025;PED-00124;Varejo;CLI-015;Omicron Atacado;PROD-010;Micro-ondas 30L;3;1978,80;1260,00;SG-03;Eletrodomesticos;VND-002;Maria Oliveira;1;R$;VENDAS
24/12/2025;PED-00124;Varejo;CLI-015;Omicron Atacado;PROD-024;Bota Couro;5;2310,00;1150,00;SG-06;Calcados;VND-002;Maria Oliveira;1;R$;VENDAS
21/02/2026;PED-00125;Atacado;CLI-027;Epsilon Zeta ME;PROD-017;Camiseta Polo;2;194,02;84,00;SG-05;Vestuario;VND-001;Joao Silva;1;R$;VENDAS
21/02/2026;PED-00125;Atacado;CLI-027;Epsilon Zeta ME;PROD-005;Smartphone 128GB;3;7260,00;4200,00;SG-01;Eletronicos;VND-001;Joao Silva;1;R$;VENDAS
04/08/2025;PED-00126;Varejo;CLI-026;Gama Delta SA;PROD-006;Fone Bluetooth;8;3492,00;2080,00;SG-01;Eletronicos;VND-001;Joao Silva;1;R$;VENDAS
04/08/2025;PED-00126;Varejo;CLI-026;Gama Delta SA;PROD-003;Teclado Mecanico;9;3522,60;1890,00;SG-02;Informatica;VND-001;Joao Silva;1;R$;VENDAS
11/03/2026;PED-00127;Varejo;CLI-029;Iota Kappa Ltda;PROD-019;Vestido Casual;8;1206,40;544,00;SG-05;Vestuario;VND-007;Ricardo Souza;1;R$;VENDAS
11/03/2026;PED-00127;Varejo;CLI-029;Iota Kappa Ltda;PROD-017;Camiseta Polo;5;458,35;210,00;SG-05;Vestuario;VND-007;Ricardo Souza;1;R$;VENDAS
13/02/2026;PED-00128;Varejo;CLI-009;Iota Distribuicoes;PROD-027;Azeite Extra Virgem;4;169,68;88,00;SG-07;Alimentos;VND-001;Joao Silva;1;R$;VENDAS
13/02/2026;PED-00128;Varejo;CLI-009;Iota Distribuicoes;PROD-023;Sandalia Feminina;8;1382,40;720,00;SG-06;Calcados;VND-001;Joao Silva;1;R$;VENDAS
20/09/2025;PED-00129;Varejo;CLI-029;Iota Kappa Ltda;PROD-026;Feijao Carioca 1kg;2;23,04;12,00;SG-07;Alimentos;VND-004;Ana Costa;1;R$;VENDAS
20/09/2025;PED-00129;Varejo;CLI-029;Iota Kappa Ltda;PROD-032;Cerveja Long Neck cx12;4;374,00;168,00;SG-08;Bebidas;VND-004;Ana Costa;1;R$;VENDAS
20/09/2025;PED-00129;Varejo;CLI-029;Iota Kappa Ltda;PROD-016;Poltrona Conforto;2;2280,00;1440,00;SG-04;Moveis e Decoracao;VND-004;Ana Costa;1;R$;VENDAS
20/09/2025;PED-00129;Varejo;CLI-029;Iota Kappa Ltda;PROD-022;Sapato Social;6;1881,60;1050,00;SG-06;Calcados;VND-004;Ana Costa;1;R$;VENDAS
25/04/2026;PED-00130;Varejo;CLI-012;Mu Atacadista;PROD-009;Geladeira Frost Free;8;2660000;1666667;SG-03;Eletrodomesticos;VND-004;Ana Costa;3;G$;VENDAS
25/04/2026;PED-00130;Varejo;CLI-012;Mu Atacadista;PROD-021;Tenis Esportivo;7;174767;90417;SG-06;Calcados;VND-004;Ana Costa;3;G$;VENDAS
25/04/2026;PED-00130;Varejo;CLI-012;Mu Atacadista;PROD-016;Poltrona Conforto;6;648000;360000;SG-04;Moveis e Decoracao;VND-004;Ana Costa;3;G$;VENDAS
25/04/2026;PED-00130;Varejo;CLI-012;Mu Atacadista;PROD-023;Sandalia Feminina;7;100800;52500;SG-06;Calcados;VND-004;Ana Costa;3;G$;VENDAS
15/10/2025;PED-00131;Atacado;CLI-017;Rho Importacoes;PROD-006;Fone Bluetooth;1;89,10;52,00;SG-01;Eletronicos;VND-001;Joao Silva;2;US$;VENDAS
15/10/2025;PED-00131;Atacado;CLI-017;Rho Importacoes;PROD-002;Monitor 27 pol;3;705,60;450,00;SG-02;Informatica;VND-001;Joao Silva;2;US$;VENDAS
15/10/2025;PED-00131;Atacado;CLI-017;Rho Importacoes;PROD-006;Fone Bluetooth;3;283,50;156,00;SG-01;Eletronicos;VND-001;Joao Silva;2;US$;VENDAS
02/04/2026;PED-00132;Atacado;CLI-018;Sigma Logistica;PROD-022;Sapato Social;6;163200;87500;SG-06;Calcados;VND-003;Carlos Santos;3;G$;VENDAS
02/04/2026;PED-00132;Atacado;CLI-018;Sigma Logistica;PROD-015;Estante Modular;6;475000;290000;SG-04;Moveis e Decoracao;VND-003;Carlos Santos;3;G$;VENDAS
14/08/2025;PED-00133;Varejo;CLI-010;Kappa Logistica;PROD-009;Geladeira Frost Free;10;41800,00;25000,00;SG-03;Eletrodomesticos;VND-006;Fernanda Lima;1;R$;VENDAS
14/08/2025;PED-00133;Varejo;CLI-010;Kappa Logistica;PROD-026;Feijao Carioca 1kg;2;25,20;12,00;SG-07;Alimentos;VND-006;Fernanda Lima;1;R$;VENDAS
18/03/2026;PED-00134;Varejo;CLI-002;Distribuidora Beta S.A.;PROD-016;Poltrona Conforto;10;1050000;600000;SG-04;Moveis e Decoracao;VND-008;Juliana Mendes;3;G$;VENDAS
18/03/2026;PED-00134;Varejo;CLI-002;Distribuidora Beta S.A.;PROD-030;Agua Mineral cx24;4;8067;3667;SG-08;Bebidas;VND-008;Juliana Mendes;3;G$;VENDAS
18/03/2026;PED-00134;Varejo;CLI-002;Distribuidora Beta S.A.;PROD-029;Suco de Laranja 1L;1;1300;583;SG-08;Bebidas;VND-008;Juliana Mendes;3;G$;VENDAS
06/08/2025;PED-00135;Atacado;CLI-026;Gama Delta SA;PROD-008;Smart TV 50 pol;8;27392,00;16800,00;SG-01;Eletronicos;VND-008;Juliana Mendes;1;R$;VENDAS
06/08/2025;PED-00135;Atacado;CLI-026;Gama Delta SA;PROD-020;Jaqueta de Couro;3;1705,20;930,00;SG-05;Vestuario;VND-008;Juliana Mendes;1;R$;VENDAS
06/08/2025;PED-00135;Atacado;CLI-026;Gama Delta SA;PROD-020;Jaqueta de Couro;1;609,00;310,00;SG-05;Vestuario;VND-008;Juliana Mendes;1;R$;VENDAS
03/01/2026;PED-00136;Varejo;CLI-019;Tau Comercio Ltda;PROD-008;Smart TV 50 pol;1;704,00;420,00;SG-01;Eletronicos;VND-008;Juliana Mendes;2;US$;VENDAS
03/01/2026;PED-00136;Varejo;CLI-019;Tau Comercio Ltda;PROD-004;Mouse Sem Fio;9;213,84;117,00;SG-02;Informatica;VND-008;Juliana Mendes;2;US$;VENDAS
10/05/2026;PED-00137;Varejo;CLI-004;Industria Delta SA;PROD-009;Geladeira Frost Free;4;1292000;833333;SG-03;Eletrodomesticos;VND-003;Carlos Santos;3;G$;VENDAS
10/05/2026;PED-00137;Varejo;CLI-004;Industria Delta SA;PROD-032;Cerveja Long Neck cx12;6;45050;21000;SG-08;Bebidas;VND-003;Carlos Santos;3;G$;VENDAS
15/01/2026;PED-00138;Atacado;CLI-029;Iota Kappa Ltda;PROD-001;Notebook Pro 15;8;21280,00;15200,00;SG-02;Informatica;VND-001;Joao Silva;1;R$;VENDAS
15/01/2026;PED-00138;Atacado;CLI-029;Iota Kappa Ltda;PROD-020;Jaqueta de Couro;2;1206,40;620,00;SG-05;Vestuario;VND-001;Joao Silva;1;R$;VENDAS
15/01/2026;PED-00138;Atacado;CLI-029;Iota Kappa Ltda;PROD-015;Estante Modular;5;4987,50;2900,00;SG-04;Moveis e Decoracao;VND-001;Joao Silva;1;R$;VENDAS
06/08/2025;PED-00139;Atacado;CLI-007;Grupo Eta Comercio;PROD-023;Sandalia Feminina;8;1540,80;720,00;SG-06;Calcados;VND-001;Joao Silva;1;R$;VENDAS
06/08/2025;PED-00139;Atacado;CLI-007;Grupo Eta Comercio;PROD-032;Cerveja Long Neck cx12;3;242,25;126,00;SG-08;Bebidas;VND-001;Joao Silva;1;R$;VENDAS
06/08/2025;PED-00139;Atacado;CLI-007;Grupo Eta Comercio;PROD-024;Bota Couro;4;1764,00;920,00;SG-06;Calcados;VND-001;Joao Silva;1;R$;VENDAS
15/06/2025;PED-00140;Atacado;CLI-021;Phi Varejo ME;PROD-028;Macarrao Espaguete;6;4040;2000;SG-07;Alimentos;VND-008;Juliana Mendes;3;G$;VENDAS
15/06/2025;PED-00140;Atacado;CLI-021;Phi Varejo ME;PROD-014;Mesa de Jantar;9;1377000;825000;SG-04;Moveis e Decoracao;VND-008;Juliana Mendes;3;G$;VENDAS
09/07/2025;PED-00141;Varejo;CLI-005;Atacado Epsilon Ltda;PROD-023;Sandalia Feminina;7;1285,20;630,00;SG-06;Calcados;VND-001;Joao Silva;1;R$;VENDAS
09/07/2025;PED-00141;Varejo;CLI-005;Atacado Epsilon Ltda;PROD-021;Tenis Esportivo;1;305,20;155,00;SG-06;Calcados;VND-001;Joao Silva;1;R$;VENDAS
09/04/2026;PED-00142;Atacado;CLI-010;Kappa Logistica;PROD-029;Suco de Laranja 1L;10;31,20;14,00;SG-08;Bebidas;VND-004;Ana Costa;2;US$;VENDAS
09/04/2026;PED-00142;Atacado;CLI-010;Kappa Logistica;PROD-011;Cafeteira Eletrica;10;537,60;320,00;SG-03;Eletrodomesticos;VND-004;Ana Costa;2;US$;VENDAS
09/04/2026;PED-00142;Atacado;CLI-010;Kappa Logistica;PROD-025;Arroz Integral 5kg;5;27,16;16,00;SG-07;Alimentos;VND-004;Ana Costa;2;US$;VENDAS
20/07/2025;PED-00143;Atacado;CLI-019;Tau Comercio Ltda;PROD-022;Sapato Social;4;103467;58333;SG-06;Calcados;VND-003;Carlos Santos;3;G$;VENDAS
20/07/2025;PED-00143;Atacado;CLI-019;Tau Comercio Ltda;PROD-007;Tablet 10 pol;5;720000;458333;SG-01;Eletronicos;VND-003;Carlos Santos;3;G$;VENDAS
20/07/2025;PED-00143;Atacado;CLI-019;Tau Comercio Ltda;PROD-018;Calca Jeans;9;130800;60000;SG-05;Vestuario;VND-003;Carlos Santos;3;G$;VENDAS
20/07/2025;PED-00143;Atacado;CLI-019;Tau Comercio Ltda;PROD-004;Mouse Sem Fio;5;50500;27083;SG-02;Informatica;VND-003;Carlos Santos;3;G$;VENDAS
25/11/2025;PED-00144;Atacado;CLI-014;Xi Comercio SA;PROD-030;Agua Mineral cx24;10;48,40;22,00;SG-08;Bebidas;VND-001;Joao Silva;2;US$;VENDAS
25/11/2025;PED-00144;Atacado;CLI-014;Xi Comercio SA;PROD-031;Refrigerante 2L;2;6,91;3,60;SG-08;Bebidas;VND-001;Joao Silva;2;US$;VENDAS
25/11/2025;PED-00144;Atacado;CLI-014;Xi Comercio SA;PROD-017;Camiseta Polo;4;74,05;33,60;SG-05;Vestuario;VND-001;Joao Silva;2;US$;VENDAS
25/11/2025;PED-00144;Atacado;CLI-014;Xi Comercio SA;PROD-009;Geladeira Frost Free;10;8132,00;5000,00;SG-03;Eletrodomesticos;VND-001;Joao Silva;2;US$;VENDAS
18/09/2025;PED-00145;Atacado;CLI-029;Iota Kappa Ltda;PROD-012;Ventilador Torre;6;2035,20;1110,00;SG-03;Eletrodomesticos;VND-006;Fernanda Lima;1;R$;VENDAS
14/08/2025;PED-00146;Atacado;CLI-003;Comercial Gamma ME;PROD-014;Mesa de Jantar;10;1440000;916667;SG-04;Moveis e Decoracao;VND-005;Pedro Alves;3;G$;VENDAS
18/06/2025;PED-00147;Varejo;CLI-015;Omicron Atacado;PROD-014;Mesa de Jantar;3;5616,00;3300,00;SG-04;Moveis e Decoracao;VND-008;Juliana Mendes;1;R$;VENDAS
18/06/2025;PED-00147;Varejo;CLI-015;Omicron Atacado;PROD-017;Camiseta Polo;1;86,33;42,00;SG-05;Vestuario;VND-008;Juliana Mendes;1;R$;VENDAS
15/06/2025;PED-00148;Atacado;CLI-016;Pi Distribuidora;PROD-021;Tenis Esportivo;7;415,52;217,00;SG-06;Calcados;VND-005;Pedro Alves;2;US$;VENDAS
15/06/2025;PED-00148;Atacado;CLI-016;Pi Distribuidora;PROD-017;Camiseta Polo;3;54,47;25,20;SG-05;Vestuario;VND-005;Pedro Alves;2;US$;VENDAS
15/06/2025;PED-00148;Atacado;CLI-016;Pi Distribuidora;PROD-015;Estante Modular;5;978,50;580,00;SG-04;Moveis e Decoracao;VND-005;Pedro Alves;2;US$;VENDAS
14/01/2026;PED-00149;Varejo;CLI-022;Chi Distribuidora;PROD-002;Monitor 27 pol;2;2424,00;1500,00;SG-02;Informatica;VND-004;Ana Costa;1;R$;VENDAS
14/01/2026;PED-00149;Varejo;CLI-022;Chi Distribuidora;PROD-021;Tenis Esportivo;4;1220,80;620,00;SG-06;Calcados;VND-004;Ana Costa;1;R$;VENDAS
14/01/2026;PED-00149;Varejo;CLI-022;Chi Distribuidora;PROD-015;Estante Modular;2;1919,00;1160,00;SG-04;Moveis e Decoracao;VND-004;Ana Costa;1;R$;VENDAS
14/01/2026;PED-00149;Varejo;CLI-022;Chi Distribuidora;PROD-004;Mouse Sem Fio;7;882,00;455,00;SG-02;Informatica;VND-004;Ana Costa;1;R$;VENDAS
05/11/2025;PED-00150;Atacado;CLI-010;Kappa Logistica;PROD-013;Sofa 3 Lugares;3;6912,00;4500,00;SG-04;Moveis e Decoracao;VND-004;Ana Costa;1;R$;VENDAS
05/11/2025;PED-00150;Atacado;CLI-010;Kappa Logistica;PROD-010;Micro-ondas 30L;6;4365,60;2520,00;SG-03;Eletrodomesticos;VND-004;Ana Costa;1;R$;VENDAS
05/11/2025;PED-00150;Atacado;CLI-010;Kappa Logistica;PROD-032;Cerveja Long Neck cx12;6;530,40;252,00;SG-08;Bebidas;VND-004;Ana Costa;1;R$;VENDAS
20/09/2025;PED-00151;Atacado;CLI-010;Kappa Logistica;PROD-007;Tablet 10 pol;8;15264,00;8800,00;SG-01;Eletronicos;VND-003;Carlos Santos;1;R$;VENDAS
20/09/2025;PED-00151;Atacado;CLI-010;Kappa Logistica;PROD-009;Geladeira Frost Free;10;41800,00;25000,00;SG-03;Eletrodomesticos;VND-003;Carlos Santos;1;R$;VENDAS
20/09/2025;PED-00151;Atacado;CLI-010;Kappa Logistica;PROD-020;Jaqueta de Couro;5;2842,00;1550,00;SG-05;Vestuario;VND-003;Carlos Santos;1;R$;VENDAS
18/01/2026;PED-00152;Atacado;CLI-023;Psi Suprimentos;PROD-032;Cerveja Long Neck cx12;1;86,70;42,00;SG-08;Bebidas;VND-003;Carlos Santos;1;R$;VENDAS
19/07/2025;PED-00153;Atacado;CLI-028;Eta Teta Comercio;PROD-026;Feijao Carioca 1kg;4;9,89;4,80;SG-07;Alimentos;VND-002;Maria Oliveira;2;US$;VENDAS
19/07/2025;PED-00153;Atacado;CLI-028;Eta Teta Comercio;PROD-011;Cafeteira Eletrica;2;109,76;64,00;SG-03;Eletrodomesticos;VND-002;Maria Oliveira;2;US$;VENDAS
19/07/2025;PED-00153;Atacado;CLI-028;Eta Teta Comercio;PROD-017;Camiseta Polo;9;158,60;75,60;SG-05;Vestuario;VND-002;Maria Oliveira;2;US$;VENDAS
19/07/2025;PED-00153;Atacado;CLI-028;Eta Teta Comercio;PROD-027;Azeite Extra Virgem;4;34,61;17,60;SG-07;Alimentos;VND-002;Maria Oliveira;2;US$;VENDAS
01/11/2025;PED-00154;Atacado;CLI-020;Upsilon Atacado;PROD-030;Agua Mineral cx24;1;20,90;11,00;SG-08;Bebidas;VND-005;Pedro Alves;1;R$;VENDAS
01/11/2025;PED-00154;Atacado;CLI-020;Upsilon Atacado;PROD-005;Smartphone 128GB;9;20592,00;12600,00;SG-01;Eletronicos;VND-005;Pedro Alves;1;R$;VENDAS
01/11/2025;PED-00154;Atacado;CLI-020;Upsilon Atacado;PROD-009;Geladeira Frost Free;1;3914,00;2500,00;SG-03;Eletrodomesticos;VND-005;Pedro Alves;1;R$;VENDAS
